vgps_id,name,raw_label,canonical_category,strategic_bucket,chain_brand,score,tier,weburl,listing_url
34262,All Star Burgers,EAT & DRINK,Dining,Dining,false,0,Z,,
33174,American Cab Company,THINGS TO DO,Activities,Experiences,false,0,Z,,
28317,An Exceptional Wedding,WEDDINGS,Weddings,Meetings & Events,false,0,Z,,
34271,Ancient Lake Cahuilla Overlook,HIKING TRAILS,(unmapped: HIKING TRAILS),(unmapped),false,0,Z,,
45346,Andalusian Horse and Rider,,(uncategorized),(uncategorized),false,0,Z,,
33175,Andrea's Restaurant,EAT & DRINK,Dining,Dining,false,0,Z,,
28814,Andy's Burgers #5 - Coachella,EAT & DRINK,Dining,Dining,false,0,Z,,
45574,Angel of the Desert,,(uncategorized),(uncategorized),false,0,Z,,
45227,Angel Wings,,(uncategorized),(uncategorized),false,0,Z,,
45349,Animal Hospital,,(uncategorized),(uncategorized),false,0,Z,,
45348,Animal Tracks,,(uncategorized),(uncategorized),false,0,Z,,
45575,Anonymous Farm Worker,,(uncategorized),(uncategorized),false,0,Z,,
33178,Anza Borrego State Park,THINGS TO DO,Activities,Experiences,false,0,Z,,
33180,Applewood Court,THINGS TO DO,Activities,Experiences,false,0,Z,,
34268,Araby Trail,HIKING TRAILS,(unmapped: HIKING TRAILS),(unmapped),false,0,Z,,
45576,Artichoke,,(uncategorized),(uncategorized),false,0,Z,,
28809,Asadero Los Corrales,EAT & DRINK,Dining,Dining,false,0,Z,,
45291,Aspiration,,(uncategorized),(uncategorized),false,0,Z,,
61140,Atelier No. 27,SHOPPING,Shopping,Retail & Services,false,0,Z,,
33185,Back Alley Cocktail Lounge at The Bowladium,EAT & DRINK,Dining,Dining,false,0,Z,,
45292,Baja Palapa,,(uncategorized),(uncategorized),false,0,Z,,
33475,Baker Area Chamber of Commerce,VISITOR INFORMATION,(unmapped: VISITOR INFORMATION),(unmapped),false,0,Z,,
45293,Balance,,(uncategorized),(uncategorized),false,0,Z,,
45632,Balance,,(uncategorized),(uncategorized),false,0,Z,,
45352,Balancing Forms,,(uncategorized),(uncategorized),false,0,Z,,
46354,Balloony Tunes,MEETING & EVENT RESOURCES,Meeting Resources,Meetings & Events,false,0,Z,,
36120,Bazar Palm Springs,SHOPPING,Shopping,Retail & Services,false,0,Z,,
33189,Beanster's Espresso,EAT & DRINK,Dining,Dining,false,0,Z,,
34250,Bear Creek Nature Trail,HIKING TRAILS,(unmapped: HIKING TRAILS),(unmapped),false,0,Z,,
60415,Bear Wear,SHOPPING,Shopping,Retail & Services,false,0,Z,,
45353,Bell Tower,,(uncategorized),(uncategorized),false,0,Z,,
28753,Bella da Ball Shows and Events,MEETING & EVENT RESOURCES,Meeting Resources,Meetings & Events,false,0,Z,,
48638,Big Bang,,(uncategorized),(uncategorized),false,0,Z,,
